Year,Race,Driver,Stint,Compound,StintLength
2018,Australian Grand Prix,ALO,1.0,ULTRASOFT,25
2018,Australian Grand Prix,RAI,1.0,ULTRASOFT,17
2018,Australian Grand Prix,SAI,1.0,ULTRASOFT,21
2018,Australian Grand Prix,PER,1.0,ULTRASOFT,23
2018,Australian Grand Prix,VET,1.0,ULTRASOFT,25
2018,Australian Grand Prix,OCO,1.0,ULTRASOFT,22
2018,Australian Grand Prix,MAG,1.0,ULTRASOFT,21
2018,Australian Grand Prix,SIR,1.0,SUPERSOFT,3
2018,Australian Grand Prix,LEC,1.0,SUPERSOFT,19
2018,Australian Grand Prix,STR,1.0,SUPERSOFT,24
2018,Australian Grand Prix,HUL,1.0,ULTRASOFT,23
2018,Australian Grand Prix,VAN,1.0,ULTRASOFT,24
2018,Australian Grand Prix,HAM,1.0,ULTRASOFT,17
2018,Australian Grand Prix,GRO,1.0,ULTRASOFT,23
2018,Australian Grand Prix,GAS,1.0,ULTRASOFT,13
2018,Australian Grand Prix,ERI,1.0,SUPERSOFT,5
2018,Australian Grand Prix,VER,1.0,SUPERSOFT,20
2018,Australian Grand Prix,BOT,1.0,ULTRASOFT,24
2018,Australian Grand Prix,RIC,1.0,SUPERSOFT,25
2018,Australian Grand Prix,RIC,2.0,SOFT,32
2018,Australian Grand Prix,VAN,2.0,SUPERSOFT,33
2018,Australian Grand Prix,SAI,2.0,SOFT,36
2018,Australian Grand Prix,VER,2.0,SOFT,37
2018,Australian Grand Prix,STR,2.0,SOFT,4
2018,Australian Grand Prix,OCO,2.0,SOFT,35
2018,Australian Grand Prix,PER,2.0,SOFT,34
2018,Australian Grand Prix,LEC,2.0,SOFT,7
2018,Australian Grand Prix,HUL,2.0,SOFT,34
2018,Australian Grand Prix,HAR,2.0,SOFT,23
2018,Australian Grand Prix,HAM,2.0,SOFT,39
2018,Australian Grand Prix,BOT,2.0,SUPERSOFT,33
2018,Australian Grand Prix,ALO,2.0,SOFT,32
2018,Australian Grand Prix,RAI,2.0,SOFT,40
2018,Australian Grand Prix,VET,2.0,SOFT,32
2018,Australian Grand Prix,LEC,3.0,ULTRASOFT,31
2018,Australian Grand Prix,HAR,3.0,ULTRASOFT,33
2018,Australian Grand Prix,STR,3.0,ULTRASOFT,29
2018,Bahrain Grand Prix,ALO,1.0,SOFT,13
2018,Bahrain Grand Prix,VER,1.0,SOFT,1
2018,Bahrain Grand Prix,VAN,1.0,SUPERSOFT,9
2018,Bahrain Grand Prix,STR,1.0,SOFT,9
2018,Bahrain Grand Prix,SIR,1.0,SOFT,21
2018,Bahrain Grand Prix,SAI,1.0,SUPERSOFT,15
2018,Bahrain Grand Prix,RAI,1.0,SUPERSOFT,18
2018,Bahrain Grand Prix,PER,1.0,SOFT,8
2018,Bahrain Grand Prix,OCO,1.0,SUPERSOFT,14
2018,Bahrain Grand Prix,VET,1.0,SUPERSOFT,16
2018,Bahrain Grand Prix,LEC,1.0,SOFT,2
2018,Bahrain Grand Prix,HUL,1.0,SUPERSOFT,14
2018,Bahrain Grand Prix,HAR,1.0,SUPERSOFT,19
2018,Bahrain Grand Prix,HAM,1.0,SOFT,25
2018,Bahrain Grand Prix,MAG,1.0,SUPERSOFT,12
2018,Bahrain Grand Prix,BOT,1.0,SUPERSOFT,19
2018,Bahrain Grand Prix,GRO,1.0,SUPERSOFT,17
2018,Bahrain Grand Prix,ERI,1.0,SOFT,22
2018,Bahrain Grand Prix,GAS,1.0,SUPERSOFT,14
2018,Bahrain Grand Prix,HAM,2.0,MEDIUM,30
2018,Bahrain Grand Prix,VER,2.0,SUPERSOFT,1
2018,Bahrain Grand Prix,ALO,2.0,MEDIUM,25
2018,Bahrain Grand Prix,VAN,2.0,SOFT,18
2018,Bahrain Grand Prix,STR,2.0,SUPERSOFT,19
2018,Bahrain Grand Prix,SIR,2.0,MEDIUM,18
2018,Bahrain Grand Prix,BOT,2.0,MEDIUM,36
2018,Bahrain Grand Prix,SAI,2.0,SUPERSOFT,10
2018,Bahrain Grand Prix,RAI,2.0,SOFT,15
2018,Bahrain Grand Prix,ERI,2.0,MEDIUM,33
2018,Bahrain Grand Prix,PER,2.0,MEDIUM,23
2018,Bahrain Grand Prix,VET,2.0,SOFT,38
2018,Bahrain Grand Prix,OCO,2.0,MEDIUM,20
2018,Bahrain Grand Prix,GAS,2.0,SOFT,19
2018,Bahrain Grand Prix,HAR,2.0,SOFT,22
2018,Bahrain Grand Prix,MAG,2.0,SUPERSOFT,14
2018,Bahrain Grand Prix,LEC,2.0,MEDIUM,31
2018,Bahrain Grand Prix,GRO,2.0,SOFT,12
2018,Bahrain Grand Prix,HUL,2.0,SOFT,24
2018,Bahrain Grand Prix,GRO,3.0,SUPERSOFT,15
2018,Bahrain Grand Prix,VAN,3.0,MEDIUM,28
2018,Bahrain Grand Prix,HAR,3.0,SUPERSOFT,14
2018,Bahrain Grand Prix,ALO,3.0,SUPERSOFT,17
2018,Bahrain Grand Prix,STR,3.0,MEDIUM,26
2018,Bahrain Grand Prix,SIR,3.0,SUPERSOFT,16
2018,Bahrain Grand Prix,HUL,3.0,SUPERSOFT,18
2018,Bahrain Grand Prix,SAI,3.0,SOFT,30
2018,Bahrain Grand Prix,LEC,3.0,SUPERSOFT,22
2018,Bahrain Grand Prix,GAS,3.0,SUPERSOFT,23
2018,Bahrain Grand Prix,MAG,3.0,SOFT,30
2018,Bahrain Grand Prix,OCO,3.0,SOFT,21
2018,Bahrain Grand Prix,PER,3.0,SUPERSOFT,24
2018,Bahrain Grand Prix,GRO,4.0,SUPERSOFT,11
2018,Chinese Grand Prix,ALO,1.0,SOFT,46
2018,Chinese Grand Prix,VET,1.0,SOFT,44
2018,Chinese Grand Prix,OCO,1.0,SOFT,45
2018,Chinese Grand Prix,MAG,1.0,SOFT,45
2018,Chinese Grand Prix,RIC,1.0,ULTRASOFT,46
2018,Chinese Grand Prix,LEC,1.0,SOFT,45
2018,Chinese Grand Prix,SAI,1.0,ULTRASOFT,45
2018,Chinese Grand Prix,HUL,1.0,ULTRASOFT,45
2018,Chinese Grand Prix,SIR,1.0,SOFT,45
2018,Chinese Grand Prix,HAR,1.0,ULTRASOFT,45
2018,Chinese Grand Prix,RAI,1.0,SOFT,46
2018,Chinese Grand Prix,PER,1.0,ULTRASOFT,45
2018,Chinese Grand Prix,STR,1.0,SOFT,45
2018,Chinese Grand Prix,GRO,1.0,ULTRASOFT,45
2018,Chinese Grand Prix,VAN,1.0,SOFT,45
2018,Chinese Grand Prix,GAS,1.0,MEDIUM,45
2018,Chinese Grand Prix,ERI,1.0,SOFT,45
2018,Chinese Grand Prix,VER,1.0,ULTRASOFT,45
2018,Chinese Grand Prix,BOT,1.0,SOFT,46
2018,Chinese Grand Prix,HAM,1.0,SOFT,45
2018,Chinese Grand Prix,STR,2.0,MEDIUM,10
2018,Chinese Grand Prix,SAI,2.0,MEDIUM,1
2018,Chinese Grand Prix,VAN,2.0,MEDIUM,10
2018,Chinese Grand Prix,RAI,2.0,MEDIUM,9
2018,Chinese Grand Prix,VER,2.0,MEDIUM,1
2018,Chinese Grand Prix,SIR,2.0,MEDIUM,1
2018,Chinese Grand Prix,OCO,2.0,SOFT,1
2018,Chinese Grand Prix,HAM,2.0,MEDIUM,10
2018,Chinese Grand Prix,ALO,2.0,MEDIUM,9
2018,Chinese Grand Prix,BOT,2.0,MEDIUM,9
2018,Chinese Grand Prix,ERI,2.0,MEDIUM,10
2018,Chinese Grand Prix,GAS,2.0,SOFT,1
2018,Chinese Grand Prix,PER,2.0,SOFT,1
2018,Chinese Grand Prix,VET,2.0,MEDIUM,10
2018,Chinese Grand Prix,LEC,2.0,MEDIUM,10
2018,Chinese Grand Prix,MAG,2.0,MEDIUM,10
2018,Chinese Grand Prix,HUL,2.0,MEDIUM,1
2018,Chinese Grand Prix,SAI,3.0,SOFT,9
2018,Chinese Grand Prix,HAR,3.0,SOFT,5
2018,Chinese Grand Prix,HUL,3.0,SOFT,9
2018,Chinese Grand Prix,SIR,3.0,SOFT,9
2018,Chinese Grand Prix,GRO,3.0,MEDIUM,10
2018,Chinese Grand Prix,GAS,3.0,ULTRASOFT,9
2018,Chinese Grand Prix,RIC,3.0,SOFT,9
2018,Chinese Grand Prix,OCO,3.0,ULTRASOFT,9
2018,Chinese Grand Prix,VER,3.0,SOFT,9
2018,Chinese Grand Prix,PER,3.0,SOFT,9
2018,Azerbaijan Grand Prix,SAI,1.0,ULTRASOFT,14
2018,Azerbaijan Grand Prix,LEC,1.0,SUPERSOFT,23
2018,Azerbaijan Grand Prix,SIR,1.0,SUPERSOFT,1
2018,Azerbaijan Grand Prix,HAM,1.0,SUPERSOFT,21
2018,Azerbaijan Grand Prix,VAN,1.0,SUPERSOFT,16
2018,Azerbaijan Grand Prix,GRO,1.0,SOFT,1
2018,Azerbaijan Grand Prix,STR,1.0,SUPERSOFT,22
2018,Azerbaijan Grand Prix,PER,1.0,ULTRASOFT,1
2018,Azerbaijan Grand Prix,OCO,1.0,ULTRASOFT,1
2018,Azerbaijan Grand Prix,VER,1.0,SUPERSOFT,37
2018,Azerbaijan Grand Prix,RIC,1.0,SUPERSOFT,36
2018,Azerbaijan Grand Prix,BOT,1.0,SUPERSOFT,39
2018,Azerbaijan Grand Prix,VET,1.0,SUPERSOFT,28
2018,Azerbaijan Grand Prix,GAS,1.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,HUL,1.0,ULTRASOFT,9
2018,Azerbaijan Grand Prix,PER,2.0,SOFT,38
2018,Azerbaijan Grand Prix,RAI,2.0,SOFT,1
2018,Azerbaijan Grand Prix,VET,2.0,SOFT,10
2018,Azerbaijan Grand Prix,SAI,2.0,SOFT,25
2018,Azerbaijan Grand Prix,MAG,2.0,SOFT,38
2018,Azerbaijan Grand Prix,LEC,2.0,SOFT,16
2018,Azerbaijan Grand Prix,ALO,2.0,SOFT,39
2018,Azerbaijan Grand Prix,RIC,2.0,ULTRASOFT,2
2018,Azerbaijan Grand Prix,HAM,2.0,SOFT,18
2018,Azerbaijan Grand Prix,GRO,2.0,SUPERSOFT,38
2018,Azerbaijan Grand Prix,VAN,2.0,SOFT,8
2018,Azerbaijan Grand Prix,GAS,2.0,SOFT,27
2018,Azerbaijan Grand Prix,VER,2.0,ULTRASOFT,1
2018,Azerbaijan Grand Prix,ERI,2.0,SOFT,17
2018,Azerbaijan Grand Prix,BOT,2.0,ULTRASOFT,8
2018,Azerbaijan Grand Prix,STR,2.0,SOFT,17
2018,Azerbaijan Grand Prix,HAR,2.0,ULTRASOFT,21
2018,Azerbaijan Grand Prix,STR,3.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,VAN,3.0,ULTRASOFT,14
2018,Azerbaijan Grand Prix,SAI,3.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,MAG,3.0,ULTRASOFT,12
2018,Azerbaijan Grand Prix,PER,3.0,SUPERSOFT,11
2018,Azerbaijan Grand Prix,LEC,3.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,HAR,3.0,SUPERSOFT,17
2018,Azerbaijan Grand Prix,HAM,3.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,GRO,3.0,ULTRASOFT,2
2018,Azerbaijan Grand Prix,GAS,3.0,ULTRASOFT,12
2018,Azerbaijan Grand Prix,ERI,3.0,ULTRASOFT,18
2018,Azerbaijan Grand Prix,ALO,3.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,RAI,3.0,ULTRASOFT,49
2018,Azerbaijan Grand Prix,VET,3.0,ULTRASOFT,11
2018,Azerbaijan Grand Prix,HAR,4.0,ULTRASOFT,12
2018,Azerbaijan Grand Prix,VAN,4.0,ULTRASOFT,7
2018,Azerbaijan Grand Prix,ERI,4.0,ULTRASOFT,3
2018,Azerbaijan Grand Prix,ERI,5.0,ULTRASOFT,12
2018,Azerbaijan Grand Prix,VAN,5.0,ULTRASOFT,5
2018,Spanish Grand Prix,ALO,1.0,SUPERSOFT,20
2018,Spanish Grand Prix,VET,1.0,SOFT,16
2018,Spanish Grand Prix,VER,1.0,SOFT,33
2018,Spanish Grand Prix,VAN,1.0,SOFT,33
2018,Spanish Grand Prix,STR,1.0,SOFT,19
2018,Spanish Grand Prix,SIR,1.0,SOFT,3
2018,Spanish Grand Prix,SAI,1.0,SOFT,24
2018,Spanish Grand Prix,RIC,1.0,SOFT,32
2018,Spanish Grand Prix,RAI,1.0,SOFT,24
2018,Spanish Grand Prix,OCO,1.0,SOFT,28
2018,Spanish Grand Prix,MAG,1.0,SOFT,31
2018,Spanish Grand Prix,LEC,1.0,SOFT,19
2018,Spanish Grand Prix,HUL,1.0,SOFT,1
2018,Spanish Grand Prix,PER,1.0,SOFT,25
2018,Spanish Grand Prix,HAR,1.0,SOFT,3
2018,Spanish Grand Prix,BOT,1.0,SOFT,18
2018,Spanish Grand Prix,ERI,1.0,MEDIUM,34
2018,Spanish Grand Prix,HAM,1.0,SOFT,23
2018,Spanish Grand Prix,GRO,1.0,SOFT,1
2018,Spanish Grand Prix,GAS,1.0,SOFT,1
2018,Spanish Grand Prix,HAR,2.0,MEDIUM,29
2018,Spanish Grand Prix,ALO,2.0,MEDIUM,44
2018,Spanish Grand Prix,VER,2.0,MEDIUM,32
2018,Spanish Grand Prix,VAN,2.0,MEDIUM,12
2018,Spanish Grand Prix,BOT,2.0,MEDIUM,47
2018,Spanish Grand Prix,STR,2.0,MEDIUM,44
2018,Spanish Grand Prix,SIR,2.0,MEDIUM,20
2018,Spanish Grand Prix,ERI,2.0,SOFT,29
2018,Spanish Grand Prix,SAI,2.0,MEDIUM,40
2018,Spanish Grand Prix,RIC,2.0,MEDIUM,33
2018,Spanish Grand Prix,PER,2.0,MEDIUM,14
2018,Spanish Grand Prix,VET,2.0,MEDIUM,24
2018,Spanish Grand Prix,OCO,2.0,MEDIUM,9
2018,Spanish Grand Prix,HAM,2.0,MEDIUM,41
2018,Spanish Grand Prix,MAG,2.0,MEDIUM,33
2018,Spanish Grand Prix,LEC,2.0,MEDIUM,44
2018,Spanish Grand Prix,SIR,3.0,MEDIUM,17
2018,Spanish Grand Prix,PER,3.0,SOFT,24
2018,Spanish Grand Prix,HAR,3.0,MEDIUM,31
2018,Spanish Grand Prix,VET,3.0,MEDIUM,25
2018,Spanish Grand Prix,SIR,4.0,SUPERSOFT,22
2018,Monaco Grand Prix,ALO,1.0,HYPERSOFT,18
2018,Monaco Grand Prix,PER,1.0,HYPERSOFT,20
2018,Monaco Grand Prix,VET,1.0,HYPERSOFT,15
2018,Monaco Grand Prix,OCO,1.0,HYPERSOFT,22
2018,Monaco Grand Prix,MAG,1.0,ULTRASOFT,16
2018,Monaco Grand Prix,SAI,1.0,HYPERSOFT,15
2018,Monaco Grand Prix,LEC,1.0,ULTRASOFT,13
2018,Monaco Grand Prix,HUL,1.0,ULTRASOFT,49
2018,Monaco Grand Prix,SIR,1.0,HYPERSOFT,6
2018,Monaco Grand Prix,HAR,1.0,HYPERSOFT,12
2018,Monaco Grand Prix,RIC,1.0,HYPERSOFT,15
2018,Monaco Grand Prix,RAI,1.0,HYPERSOFT,16
2018,Monaco Grand Prix,STR,1.0,ULTRASOFT,8
2018,Monaco Grand Prix,GRO,1.0,ULTRASOFT,14
2018,Monaco Grand Prix,VAN,1.0,ULTRASOFT,19
2018,Monaco Grand Prix,GAS,1.0,HYPERSOFT,36
2018,Monaco Grand Prix,ERI,1.0,ULTRASOFT,16
2018,Monaco Grand Prix,VER,1.0,ULTRASOFT,46
2018,Monaco Grand Prix,BOT,1.0,HYPERSOFT,16
2018,Monaco Grand Prix,HAM,1.0,HYPERSOFT,11
2018,Monaco Grand Prix,STR,2.0,SUPERSOFT,25
2018,Monaco Grand Prix,SAI,2.0,ULTRASOFT,62
2018,Monaco Grand Prix,VAN,2.0,SUPERSOFT,52
2018,Monaco Grand Prix,RIC,2.0,ULTRASOFT,61
2018,Monaco Grand Prix,VER,2.0,HYPERSOFT,31
2018,Monaco Grand Prix,SIR,2.0,HYPERSOFT,12
2018,Monaco Grand Prix,OCO,2.0,SUPERSOFT,55
2018,Monaco Grand Prix,PER,2.0,SUPERSOFT,57
2018,Monaco Grand Prix,ALO,2.0,SUPERSOFT,33
2018,Monaco Grand Prix,BOT,2.0,SUPERSOFT,61
2018,Monaco Grand Prix,ERI,2.0,SUPERSOFT,61
2018,Monaco Grand Prix,GAS,2.0,SUPERSOFT,41
2018,Monaco Grand Prix,RAI,2.0,ULTRASOFT,61
2018,Monaco Grand Prix,GRO,2.0,SUPERSOFT,53
2018,Monaco Grand Prix,HAM,2.0,ULTRASOFT,66
2018,Monaco Grand Prix,HAR,2.0,ULTRASOFT,58
2018,Monaco Grand Prix,HUL,2.0,HYPERSOFT,28
2018,Monaco Grand Prix,LEC,2.0,SUPERSOFT,56
2018,Monaco Grand Prix,MAG,2.0,SUPERSOFT,61
2018,Monaco Grand Prix,VET,2.0,ULTRASOFT,62
2018,Monaco Grand Prix,GRO,3.0,HYPERSOFT,9
2018,Monaco Grand Prix,STR,3.0,HYPERSOFT,25
2018,Monaco Grand Prix,VAN,3.0,HYPERSOFT,5
2018,Monaco Grand Prix,SIR,3.0,ULTRASOFT,30
2018,Monaco Grand Prix,SIR,4.0,SUPERSOFT,28
2018,Monaco Grand Prix,STR,4.0,HYPERSOFT,17
2018,Canadian Grand Prix,ALO,1.0,ULTRASOFT,17
2018,Canadian Grand Prix,VER,1.0,HYPERSOFT,15
2018,Canadian Grand Prix,STR,1.0,ULTRASOFT,1
2018,Canadian Grand Prix,SIR,1.0,SUPERSOFT,25
2018,Canadian Grand Prix,SAI,1.0,HYPERSOFT,13
2018,Canadian Grand Prix,RIC,1.0,HYPERSOFT,16
2018,Canadian Grand Prix,RAI,1.0,ULTRASOFT,31
2018,Canadian Grand Prix,PER,1.0,HYPERSOFT,8
2018,Canadian Grand Prix,VET,1.0,ULTRASOFT,35
2018,Canadian Grand Prix,MAG,1.0,ULTRASOFT,21
2018,Canadian Grand Prix,LEC,1.0,ULTRASOFT,18
2018,Canadian Grand Prix,HUL,1.0,HYPERSOFT,12
2018,Canadian Grand Prix,OCO,1.0,HYPERSOFT,10
2018,Canadian Grand Prix,GAS,1.0,HYPERSOFT,22
2018,Canadian Grand Prix,HAM,1.0,ULTRASOFT,15
2018,Canadian Grand Prix,BOT,1.0,ULTRASOFT,35
2018,Canadian Grand Prix,GRO,1.0,ULTRASOFT,47
2018,Canadian Grand Prix,HAR,1.0,HYPERSOFT,1
2018,Canadian Grand Prix,VER,2.0,SUPERSOFT,54
2018,Canadian Grand Prix,ALO,2.0,SUPERSOFT,23
2018,Canadian Grand Prix,VAN,2.0,SUPERSOFT,47
2018,Canadian Grand Prix,SIR,2.0,ULTRASOFT,42
2018,Canadian Grand Prix,BOT,2.0,SUPERSOFT,34
2018,Canadian Grand Prix,SAI,2.0,SUPERSOFT,55
2018,Canadian Grand Prix,ERI,2.0,SUPERSOFT,67
2018,Canadian Grand Prix,RIC,2.0,SUPERSOFT,53
2018,Canadian Grand Prix,HUL,2.0,SUPERSOFT,56
2018,Canadian Grand Prix,GAS,2.0,SUPERSOFT,46
2018,Canadian Grand Prix,PER,2.0,SUPERSOFT,35
2018,Canadian Grand Prix,OCO,2.0,SUPERSOFT,58
2018,Canadian Grand Prix,GRO,2.0,SUPERSOFT,21
2018,Canadian Grand Prix,MAG,2.0,SUPERSOFT,47
2018,Canadian Grand Prix,LEC,2.0,SUPERSOFT,50
2018,Canadian Grand Prix,HAM,2.0,SUPERSOFT,54
2018,Canadian Grand Prix,RAI,2.0,SUPERSOFT,38
2018,Canadian Grand Prix,VET,2.0,SUPERSOFT,33
2018,Canadian Grand Prix,PER,3.0,SUPERSOFT,25
2018,Canadian Grand Prix,VAN,3.0,HYPERSOFT,20
2018,French Grand Prix,MAG,1.0,ULTRASOFT,27
2018,French Grand Prix,OCO,1.0,ULTRASOFT,1
2018,French Grand Prix,RIC,1.0,SUPERSOFT,27
2018,French Grand Prix,LEC,1.0,ULTRASOFT,30
2018,French Grand Prix,SAI,1.0,ULTRASOFT,25
2018,French Grand Prix,HUL,1.0,SOFT,36
2018,French Grand Prix,HAR,1.0,ULTRASOFT,37
2018,French Grand Prix,PER,1.0,SOFT,27
2018,French Grand Prix,HAM,1.0,SUPERSOFT,31
2018,French Grand Prix,RAI,1.0,ULTRASOFT,33
2018,French Grand Prix,GRO,1.0,ULTRASOFT,33
2018,French Grand Prix,GAS,1.0,SUPERSOFT,1
2018,French Grand Prix,VAN,1.0,SUPERSOFT,39
2018,French Grand Prix,ERI,1.0,SUPERSOFT,34
2018,French Grand Prix,VER,1.0,SUPERSOFT,24
2018,French Grand Prix,SAI,2.0,SOFT,27
2018,French Grand Prix,VAN,2.0,ULTRASOFT,12
2018,French Grand Prix,RIC,2.0,SOFT,25
2018,French Grand Prix,RAI,2.0,SUPERSOFT,19
2018,French Grand Prix,VER,2.0,SOFT,28
2018,French Grand Prix,STR,2.0,SOFT,47
2018,French Grand Prix,SIR,2.0,SOFT,51
2018,French Grand Prix,ALO,2.0,SOFT,45
2018,French Grand Prix,VET,2.0,SOFT,39
2018,French Grand Prix,LEC,2.0,SUPERSOFT,22
2018,French Grand Prix,HUL,2.0,ULTRASOFT,16
2018,French Grand Prix,HAR,2.0,SUPERSOFT,14
2018,French Grand Prix,HAM,2.0,SOFT,20
2018,French Grand Prix,GRO,2.0,SUPERSOFT,18
2018,French Grand Prix,ERI,2.0,ULTRASOFT,17
2018,French Grand Prix,BOT,2.0,SOFT,38
2018,French Grand Prix,MAG,2.0,SOFT,25
2018,French Grand Prix,BOT,3.0,SUPERSOFT,14
2018,French Grand Prix,ALO,3.0,ULTRASOFT,5
2018,French Grand Prix,VET,3.0,ULTRASOFT,13
2018,Austrian Grand Prix,ALO,1.0,SUPERSOFT,14
2018,Austrian Grand Prix,VER,1.0,SUPERSOFT,14
2018,Austrian Grand Prix,STR,1.0,ULTRASOFT,14
2018,Austrian Grand Prix,SIR,1.0,SUPERSOFT,23
2018,Austrian Grand Prix,SAI,1.0,ULTRASOFT,14
2018,Austrian Grand Prix,RIC,1.0,SUPERSOFT,14
2018,Austrian Grand Prix,RAI,1.0,ULTRASOFT,14
2018,Austrian Grand Prix,VET,1.0,ULTRASOFT,14
2018,Austrian Grand Prix,OCO,1.0,SUPERSOFT,14
2018,Austrian Grand Prix,MAG,1.0,ULTRASOFT,27
2018,Austrian Grand Prix,LEC,1.0,SUPERSOFT,14
2018,Austrian Grand Prix,HUL,1.0,ULTRASOFT,10
2018,Austrian Grand Prix,PER,1.0,SUPERSOFT,26
2018,Austrian Grand Prix,HAM,1.0,SUPERSOFT,23
2018,Austrian Grand Prix,BOT,1.0,SUPERSOFT,12
2018,Austrian Grand Prix,GRO,1.0,ULTRASOFT,14
2018,Austrian Grand Prix,ERI,1.0,SOFT,44
2018,Austrian Grand Prix,GAS,1.0,SUPERSOFT,14
2018,Austrian Grand Prix,HAR,1.0,SUPERSOFT,53
2018,Austrian Grand Prix,ERI,2.0,SUPERSOFT,25
2018,Austrian Grand Prix,VER,2.0,SOFT,56
2018,Austrian Grand Prix,ALO,2.0,SOFT,55
2018,Austrian Grand Prix,VAN,2.0,SOFT,39
2018,Austrian Grand Prix,STR,2.0,SOFT,50
2018,Austrian Grand Prix,SIR,2.0,SOFT,36
2018,Austrian Grand Prix,SAI,2.0,SOFT,19
2018,Austrian Grand Prix,VET,2.0,SOFT,56
2018,Austrian Grand Prix,RIC,2.0,SOFT,23
2018,Austrian Grand Prix,RAI,2.0,SOFT,56
2018,Austrian Grand Prix,GAS,2.0,SOFT,55
2018,Austrian Grand Prix,PER,2.0,SOFT,43
2018,Austrian Grand Prix,OCO,2.0,SOFT,55
2018,Austrian Grand Prix,GRO,2.0,SOFT,55
2018,Austrian Grand Prix,MAG,2.0,SOFT,42
2018,Austrian Grand Prix,LEC,2.0,SOFT,55
2018,Austrian Grand Prix,HAM,2.0,SOFT,27
2018,Austrian Grand Prix,SAI,3.0,SUPERSOFT,36
2018,Austrian Grand Prix,SIR,3.0,ULTRASOFT,9
2018,Austrian Grand Prix,STR,3.0,SUPERSOFT,4
2018,Austrian Grand Prix,VAN,3.0,SOFT,25
2018,Austrian Grand Prix,RIC,3.0,SUPERSOFT,15
2018,Austrian Grand Prix,HAM,3.0,SUPERSOFT,10
2018,British Grand Prix,ALO,1.0,SOFT,12
2018,British Grand Prix,PER,1.0,SOFT,12
2018,British Grand Prix,SAI,1.0,MEDIUM,16
2018,British Grand Prix,OCO,1.0,SOFT,18
2018,British Grand Prix,MAG,1.0,SOFT,24
2018,British Grand Prix,LEC,1.0,SOFT,17
2018,British Grand Prix,SIR,1.0,SOFT,20
2018,British Grand Prix,HUL,1.0,MEDIUM,19
2018,British Grand Prix,RIC,1.0,SOFT,17
2018,British Grand Prix,STR,1.0,MEDIUM,29
2018,British Grand Prix,HAM,1.0,SOFT,24
2018,British Grand Prix,VAN,1.0,SOFT,20
2018,British Grand Prix,GAS,1.0,SOFT,19
2018,British Grand Prix,ERI,1.0,SOFT,23
2018,British Grand Prix,VER,1.0,SOFT,16
2018,British Grand Prix,BOT,1.0,SOFT,20
2018,British Grand Prix,VET,1.0,SOFT,18
2018,British Grand Prix,GRO,1.0,SOFT,25
2018,British Grand Prix,RAI,1.0,SOFT,12
2018,British Grand Prix,STR,2.0,SOFT,22
2018,British Grand Prix,SIR,2.0,MEDIUM,31
2018,British Grand Prix,VAN,2.0,MEDIUM,12
2018,British Grand Prix,SAI,2.0,HARD,15
2018,British Grand Prix,VER,2.0,MEDIUM,16
2018,British Grand Prix,RIC,2.0,MEDIUM,12
2018,British Grand Prix,PER,2.0,MEDIUM,19
2018,British Grand Prix,GRO,2.0,MEDIUM,11
2018,British Grand Prix,ALO,2.0,MEDIUM,19
2018,British Grand Prix,VET,2.0,MEDIUM,13
2018,British Grand Prix,OCO,2.0,MEDIUM,33
2018,British Grand Prix,MAG,2.0,MEDIUM,27
2018,British Grand Prix,HUL,2.0,HARD,32
2018,British Grand Prix,HAM,2.0,MEDIUM,27
2018,British Grand Prix,RAI,2.0,MEDIUM,20
2018,British Grand Prix,BOT,2.0,MEDIUM,31
2018,British Grand Prix,GAS,2.0,MEDIUM,12
2018,British Grand Prix,ERI,2.0,MEDIUM,7
2018,British Grand Prix,VER,3.0,SOFT,13
2018,British Grand Prix,ALO,3.0,SOFT,20
2018,British Grand Prix,RAI,3.0,SOFT,19
2018,British Grand Prix,GAS,3.0,SOFT,20
2018,British Grand Prix,SAI,3.0,SOFT,5
2018,British Grand Prix,RIC,3.0,SOFT,22
2018,British Grand Prix,PER,3.0,SOFT,20
2018,British Grand Prix,VAN,3.0,SOFT,19
2018,British Grand Prix,VET,3.0,SOFT,19
2018,German Grand Prix,ALO,1.0,SOFT,30
2018,German Grand Prix,VER,1.0,ULTRASOFT,28
2018,German Grand Prix,VAN,1.0,SOFT,28
2018,German Grand Prix,STR,1.0,SOFT,26
2018,German Grand Prix,SIR,1.0,SOFT,27
2018,German Grand Prix,SAI,1.0,ULTRASOFT,19
2018,German Grand Prix,RIC,1.0,MEDIUM,26
2018,German Grand Prix,RAI,1.0,ULTRASOFT,13
2018,German Grand Prix,PER,1.0,ULTRASOFT,21
2018,German Grand Prix,OCO,1.0,ULTRASOFT,24
2018,German Grand Prix,VET,1.0,ULTRASOFT,23
2018,German Grand Prix,LEC,1.0,ULTRASOFT,19
2018,German Grand Prix,HUL,1.0,ULTRASOFT,17
2018,German Grand Prix,HAR,1.0,SOFT,27
2018,German Grand Prix,HAM,1.0,SOFT,41
2018,German Grand Prix,MAG,1.0,ULTRASOFT,19
2018,German Grand Prix,ERI,1.0,SOFT,37
